# [SH0ES_CALIB][HEALPIX] This is the data for ISO distribution with new set of data for each repetition
# 500 repetitions, 1536 points, q0f= -0.574 h0f= 0.7304
# 
# delta_h0_iso_max           delta_q0_iso_max
1.089264681414703340e-02 8.568155165132671502e-01
1.244257088377997977e-02 8.633686498794459485e-01
1.193331327811408826e-02 7.206298670582518273e-01
8.510030096861687099e-03 7.355237273181930435e-01
1.060204016790622372e-02 9.421277623263663026e-01
9.640655180037760452e-03 9.370661385440263169e-01
1.103300602820567189e-02 8.736481083116267587e-01
8.924684984606079396e-03 7.277996534484630908e-01
9.610167176300921099e-03 6.672870947334851310e-01
8.652525762453899816e-03 7.879475427298934243e-01
1.237768450629683770e-02 1.162917829205635245e+00
9.286691235238397901e-03 9.299820807899610298e-01
1.150666314461534778e-02 1.082924608799495925e+00
1.078027709802076295e-02 1.016147319744552302e+00
1.078298269916866392e-02 8.775622546663300882e-01
9.995770799201886270e-03 6.973949997937817225e-01
8.991977259346084494e-03 9.001118205552749441e-01
1.139571269880068627e-02 9.607004918355787071e-01
1.160659905191185892e-02 9.563095555729814734e-01
1.355712216842008822e-02 1.239625957360946718e+00
9.787409023502835481e-03 9.586535293860435347e-01
1.544385216419996709e-02 1.040874468300869049e+00
1.286557523699272121e-02 8.149428052011326029e-01
9.408841137951262645e-03 5.854040444603516580e-01
8.599936407360120327e-03 7.061240185549803039e-01
1.121568642347758882e-02 8.519748183535615915e-01
1.113399472733855866e-02 1.046230086237142309e+00
1.100612086381835830e-02 8.207392756477813744e-01
1.202517716840090234e-02 9.364180617040980259e-01
9.891970868954547136e-03 7.616774086675379696e-01
8.466082576022659900e-03 7.878246930942200965e-01
1.135079849683084952e-02 7.999171322387692573e-01
1.205174151766497115e-02 7.883793973307460234e-01
7.519414972477211911e-03 5.560707908184335801e-01
8.094620402460006581e-03 6.720153847305282424e-01
1.034212797352784818e-02 8.930329421211213869e-01
1.043747311329357164e-02 9.870150467219409585e-01
1.186094857247776968e-02 6.893960632528408627e-01
9.655060434326734331e-03 7.609462198695600144e-01
1.111682774286437692e-02 8.234276122384857066e-01
6.546993571589942995e-03 6.290072939281804443e-01
1.287677254927055426e-02 9.732351021056626639e-01
1.302691494732266531e-02 8.613589816011416600e-01
1.009559759386791100e-02 7.500649732151793980e-01
9.892015501274498135e-03 7.906211743365461064e-01
1.048028051191873811e-02 7.470670529184157971e-01
1.173904162776473470e-02 9.939228365039383117e-01
1.060831651739635451e-02 7.773728271212165808e-01
7.536153562421099572e-03 6.032323198132658604e-01
8.801298864299700320e-03 7.095605581414873297e-01
1.029026573375457776e-02 7.187815253434166607e-01
9.967241999787046502e-03 6.473150981298799733e-01
